Date,User,Tag1,Tag2,Tag3,Link
2020-12-20 11:45:10+00:00,RealRadOne,Azure,Services,Bastion, https://blog.ahasayen.com/introducing-azure-bastion/
2020-12-20 11:29:32+00:00,RealRadOne,Scripting,Linux,,https://www.cyberciti.biz/open-source/command-line-hacks/linux-run-command-as-different-user/
2020-12-20 11:28:59+00:00,RealRadOne,Network,Basics,, https://www.youtube.com/watch?v=QKfk7YFILws
